Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
17-04-2020,Punjab,5988,5113.0,213.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
18-04-2020,Punjab,6167,5354.0,236.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
19-04-2020,Punjab,6607,5949.0,246.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
20-04-2020,Punjab,6797,6273.0,247.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
21-04-2020,Punjab,7355,6769.0,253.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
22-04-2020,Punjab,7887,7100.0,259.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
23-04-2020,Punjab,8757,7433.0,285.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
24-04-2020,Punjab,10611,8310.0,300.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
25-04-2020,Punjab,13270,9392.0,310.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
26-04-2020,Punjab,14317,10497.0,324.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
27-04-2020,Punjab,15516,12333.0,332.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
28-04-2020,Punjab,17021,13966.0,344.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
29-04-2020,Punjab,18670,15690.0,377.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
30-04-2020,Punjab,21205,17286.0,482.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
01-05-2020,Punjab,23176,18222.0,587.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
02-05-2020,Punjab,24868,19316.0,774.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
03-05-2020,Punjab,26439,20197.0,1104.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
04-05-2020,Punjab,28545,21295.0,1234.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
05-05-2020,Punjab,30199,23352.0,1453.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
05-04-2020,Rajasthan,12279,11439.0,262.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
07-04-2020,Rajasthan,17638,16401.0,365.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
08-04-2020,Rajasthan,17638,16401.0,365.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
09-04-2020,Rajasthan,19107,17851.0,465.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
10-04-2020,Rajasthan,22349,20698.0,563.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
11-04-2020,Rajasthan,24857,22583.0,680.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
12-04-2020,Rajasthan,28505,25105.0,798.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
13-04-2020,Rajasthan,31804,28657.0,849.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
14-04-2020,Rajasthan,34928,29376.0,1007.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
15-04-2020,Rajasthan,37860,31902.0,1078.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
16-04-2020,Rajasthan,40778,33739.0,1103.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
17-04-2020,Rajasthan,42847,36153.0,1231.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
18-04-2020,Rajasthan,47197,39092.0,1284.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
19-04-2020,Rajasthan,51614,43537.0,1480.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
20-04-2020,Rajasthan,57290,47657.0,1578.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
21-04-2020,Rajasthan,61492,54100.0,1737.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
22-04-2020,Rajasthan,66257,58552.0,1890.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
23-04-2020,Rajasthan,69764,63485.0,1966.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
24-04-2020,Rajasthan,74484,68133.0,2036.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
25-04-2020,Rajasthan,78993,71806.0,2085.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
26-04-2020,Rajasthan,82942,75670.0,2187.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
27-04-2020,Rajasthan,87777,80830.0,2264.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
28-04-2020,Rajasthan,92506,85834.0,2366.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
29-04-2020,Rajasthan,97790,90108.0,2440.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
30-04-2020,Rajasthan,103704,,2586.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
01-05-2020,Rajasthan,108543,100277.0,2668.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
02-05-2020,Rajasthan,113934,104705.0,2722.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
03-05-2020,Rajasthan,120240,112345.0,2888.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
04-05-2020,Rajasthan,129258,122513.0,3063.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
05-05-2020,Rajasthan,134987,128297.0,3129.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
04-05-2020,Sikkim,170,169.0,2.0,28,610577,456999,153578,"7,096 km2 (2,740 sq mi)",86/km2 (220/sq mi),890,Dense1
03-04-2020,Tamil Nadu,3684,2789.0,413.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
08-04-2020,Tamil Nadu,5305,4414.0,692.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
09-04-2020,Tamil Nadu,7267,5824.0,836.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
10-04-2020,Tamil Nadu,8410,6838.0,913.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
11-04-2020,Tamil Nadu,9842,7779.0,971.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
12-04-2020,Tamil Nadu,10655,,1077.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
13-04-2020,Tamil Nadu,12746,,1175.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
14-04-2020,Tamil Nadu,19255,13234.0,1206.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
15-04-2020,Tamil Nadu,21994,15210.0,1244.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
16-04-2020,Tamil Nadu,26005,18743.0,1269.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
17-04-2020,Tamil Nadu,29673,21628.0,1325.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
18-04-2020,Tamil Nadu,35036,27192.0,1374.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
19-04-2020,Tamil Nadu,40876,31853.0,1479.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
20-04-2020,Tamil Nadu,46985,38082.0,1522.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
21-04-2020,Tamil Nadu,53045,43582.0,1598.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
22-04-2020,Tamil Nadu,59023,49506.0,1631.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
23-04-2020,Tamil Nadu,65977,56836.0,1685.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
24-04-2020,Tamil Nadu,72403,62596.0,1757.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
25-04-2020,Tamil Nadu,80110,69390.0,1823.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
26-04-2020,Tamil Nadu,87605,77133.0,1887.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
27-04-2020,Tamil Nadu,94781,83021.0,1939.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
28-04-2020,Tamil Nadu,101874,97908.0,2060.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
29-04-2020,Tamil Nadu,109961,105864.0,2164.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
30-04-2020,Tamil Nadu,119748,115761.0,2325.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
01-05-2020,Tamil Nadu,129363,124852.0,2528.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
02-05-2020,Tamil Nadu,139490,135698.0,2759.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
03-05-2020,Tamil Nadu,150107,145520.0,3025.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
04-05-2020,Tamil Nadu,162970,158558.0,3552.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
11-04-2020,Tripura,337,335.0,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
15-04-2020,Tripura,738,,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
16-04-2020,Tripura,762,760.0,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
21-04-2020,Tripura,2604,2602.0,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
22-04-2020,Tripura,3215,3123.0,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
01-05-2020,Tripura,4828,4825.0,5.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
02-05-2020,Tripura,4955,4950.0,7.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
03-05-2020,Tripura,5162,5157.0,7.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
04-05-2020,Tripura,5394,5377.0,19.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
05-04-2020,Uttar Pradesh,5255,4796.0,280.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
05-04-2020,Uttar Pradesh,5255,4796.0,280.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
09-04-2020,Uttar Pradesh,8402,7898.0,412.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
10-04-2020,Uttar Pradesh,9332,8798.0,435.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
11-04-2020,Uttar Pradesh,10595,10012.0,454.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
12-04-2020,Uttar Pradesh,11855,11250.0,485.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
13-04-2020,Uttar Pradesh,13287,12542.0,560.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
14-04-2020,Uttar Pradesh,15914,15134.0,662.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
15-04-2020,Uttar Pradesh,19506,18595.0,729.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
16-04-2020,Uttar Pradesh,21384,20374.0,807.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
17-04-2020,Uttar Pradesh,24643,23648.0,851.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
18-04-2020,Uttar Pradesh,28484,27262.0,976.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
19-04-2020,Uttar Pradesh,31767,,1102.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
20-04-2020,Uttar Pradesh,34326,32874.0,1186.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
21-04-2020,Uttar Pradesh,37933,36378.0,1339.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
22-04-2020,Uttar Pradesh,42192,40263.0,1451.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
23-04-2020,Uttar Pradesh,45483,43495.0,1512.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
24-04-2020,Uttar Pradesh,53166,51161.0,1623.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
25-04-2020,Uttar Pradesh,56851,54216.0,1795.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
26-04-2020,Uttar Pradesh,61799,58492.0,1875.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
27-04-2020,Uttar Pradesh,67145,64139.0,1898.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
28-04-2020,Uttar Pradesh,70307,67266.0,2055.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
29-04-2020,Uttar Pradesh,73716,70436.0,2136.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
30-04-2020,Uttar Pradesh,78013,74864.0,2213.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
01-05-2020,Uttar Pradesh,82459,79091.0,2330.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
02-05-2020,Uttar Pradesh,85729,82356.0,2489.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
03-05-2020,Uttar Pradesh,95841,91828.0,2647.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
04-05-2020,Uttar Pradesh,98300,94682.0,2768.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
02-04-2020,Uttarakhand,678,554.0,9.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
07-04-2020,Uttarakhand,1289,1092.0,34.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
09-04-2020,Uttarakhand,1531,1235.0,37.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
10-04-2020,Uttarakhand,1688,1320.0,37.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
11-04-2020,Uttarakhand,1705,1340.0,37.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
12-04-2020,Uttarakhand,1820,1452.0,37.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
13-04-2020,Uttarakhand,1998,1665.0,37.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
14-04-2020,Uttarakhand,2174,1838.0,37.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
15-04-2020,Uttarakhand,2413,2022.0,39.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
16-04-2020,Uttarakhand,2593,2210.0,39.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
17-04-2020,Uttarakhand,2831,2420.0,42.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
18-04-2020,Uttarakhand,3158,2710.0,44.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
19-04-2020,Uttarakhand,3344,3046.0,46.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
20-04-2020,Uttarakhand,3677,3228.0,48.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
21-04-2020,Uttarakhand,4061,3445.0,48.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
22-04-2020,Uttarakhand,4275,3664.0,48.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
23-04-2020,Uttarakhand,4473,3879.0,49.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
24-04-2020,Uttarakhand,4767,4239.0,50.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
25-04-2020,Uttarakhand,5194,4423.0,50.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
26-04-2020,Uttarakhand,5277,4675.0,52.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
27-04-2020,Uttarakhand,5463,4912.0,53.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
28-04-2020,Uttarakhand,5739,5212.0,54.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
29-04-2020,Uttarakhand,6046,5547.0,56.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
30-04-2020,Uttarakhand,6565,6100.0,59.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
01-05-2020,Uttarakhand,7042,6533.0,59.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
02-05-2020,Uttarakhand,7369,6786.0,61.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
03-05-2020,Uttarakhand,7578,6986.0,62.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
04-05-2020,Uttarakhand,7806,7134.0,62.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
05-05-2020,Uttarakhand,8060,7357.0,63.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
01-04-2020,West Bengal,659,568.0,39.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
04-04-2020,West Bengal,1042,,409.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
06-04-2020,West Bengal,1301,,409.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
07-04-2020,West Bengal,1487,,409.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
09-04-2020,West Bengal,1889,,409.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
10-04-2020,West Bengal,2095,,409.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
11-04-2020,West Bengal,2286,,128.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
12-04-2020,West Bengal,2523,,136.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
13-04-2020,West Bengal,2793,,154.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
14-04-2020,West Bengal,3081,,192.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
15-04-2020,West Bengal,3470,,215.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
16-04-2020,West Bengal,3811,,233.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
17-04-2020,West Bengal,4212,,257.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
18-04-2020,West Bengal,4630,,289.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
19-04-2020,West Bengal,5045,,312.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
20-04-2020,West Bengal,5469,,341.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
21-04-2020,West Bengal,6182,,394.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
22-04-2020,West Bengal,7037,,425.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
23-04-2020,West Bengal,7990,,458.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
24-04-2020,West Bengal,8933,,516.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
25-04-2020,West Bengal,9880,,573.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
26-04-2020,West Bengal,10893,,613.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
27-04-2020,West Bengal,12043,,651.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
28-04-2020,West Bengal,13223,,699.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
29-04-2020,West Bengal,14620,,727.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
30-04-2020,West Bengal,16525,,760.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
01-05-2020,West Bengal,18566,,409.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
